泌阳县羊册镇王续奶粉专卖:{"lng":113.26009827017658,"lat":32.99181051228516}
泗泾联合壹佰（超市加盟）:{"lng":121.27997230252217,"lat":31.120109557889542}
上海骐翼物流有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
蔬菜王:{"lng":118.55649421537316,"lat":31.792235326117016}
杭州力源塑业有限公司:{"lng":120.2193754157201,"lat":30.259244461536102}
0289佳格投资(中国)有限公司:{"lng":104.11412925347894,"lat":37.5503394745908}
上海凯尼实业有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
上海谷欣食品有限公司:{"lng":121.40267149280784,"lat":31.627319373871106}
上海慎昌贸易有限公司:{"lng":121.46367637848243,"lat":31.250039634396487}
赣州市大余县黄龙镇妈咪宝贝乳品店:{"lng":114.44618572062451,"lat":25.44224211625323}
马陆以仁慈幼儿园(学生):{"lng":121.29022511246029,"lat":31.335755214877825}
上海祈麟实业有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
B1-0205a古美高级中学1404a①学生:{"lng":121.38998279003866,"lat":31.15506910626672}
上海鲜进食品有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
和民餐饮管理（上海）有限公司日月光中心广场店:{"lng":121.47462738110701,"lat":31.21281139839702}
崇明陈家镇裕安农贸市场(施菊贤)（专卖）:{"lng":121.83996807570988,"lat":31.532298954628164}
福建省安溪甘醇茶业有限公司:{"lng":117.91163244342899,"lat":25.1256841382452}
延川（华联）:{"lng":110.08409714122052,"lat":36.882426726370106}
金华市婺城区成润食品经营部:{"lng":119.51757234284194,"lat":28.984539673648953}
大润发罗店店:{"lng":121.1264444349312,"lat":31.450756128475582}
上海小金陵盐水鸭餐饮有限公司浙江南路分公司:{"lng":121.48854431094912,"lat":31.23522109182346}
上海市燎原实验学校B2-1111:{"lng":121.41360968918907,"lat":31.15036362457686}
浙江青莲食品股份有限公司:{"lng":120.93865789010621,"lat":30.590912933942246}
宁波锦海水产品食品有限公司:{"lng":121.42275674510073,"lat":29.3030811111491}
上海好德可的便利店有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
赣州市南康爱心妈妈:{"lng":114.71256136027,"lat":25.83294352802617}
上海海洪禽蛋有限公司:{"lng":121.64567199863396,"lat":31.30134860248813}
万有全（大同初级教工）:{"lng":124.6990773926766,"lat":46.07005100166291}
如海加盟（九亭店）预付:{"lng":121.34151513395987,"lat":31.145356400815412}
一钢医院:{"lng":121.49234825390234,"lat":31.3503091727576}
联明路:{"lng":113.21578117979594,"lat":22.66679998149112}
上海惠金小肥羊餐饮有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
上海行怡食品贸易有限公司:{"lng":121.35074440382027,"lat":31.485072190945914}
上海骥途餐饮有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
山西太原-张先生:{"lng":112.5508635890553,"lat":37.89027705396754}
膳博士陈瑞章:{"lng":113.93879594031709,"lat":30.934630715306945}
常客隆冷链中心:{"lng":120.76155965373057,"lat":31.672725247579407}
东泰林菜店加盟预付:{"lng":104.08537143088544,"lat":30.699853752718827}
三和食品经营部:{"lng":116.36253321176282,"lat":23.54555040922518}
射阳大米特约经销处:{"lng":120.27950474857899,"lat":33.74546225048117}
苏州黄桥市场(李玉成)[专卖]:{"lng":120.59147951898221,"lat":31.384133807390555}
平顺市场229号:{"lng":113.22632868244636,"lat":23.033810077006148}
川沙王港喜乐多:{"lng":121.68519198925685,"lat":31.267542191516437}
莘凌路加盟（预付）:{"lng":121.37928572490719,"lat":31.116207719416266}
江南山水菜市场B12号(施建忠):{"lng":121.59278885566839,"lat":31.28035633312879}
上海宝山益健蔬菜农场:{"lng":121.38220791362944,"lat":31.428860374051897}
宿迁市宿城区双汇冷鲜肉特约经营店:{"lng":118.27463983757822,"lat":33.86282905595604}
政府大院:{"lng":110.36367000073174,"lat":20.00649051397278}
上海阳普集团公司配送中心(周文娟):{"lng":121.4787504237367,"lat":31.34763009786891}
苏州闻达食品配料有限公司:{"lng":120.61990711548988,"lat":31.317987367952437}
长白（家得利）:{"lng":127.86435839918639,"lat":41.58470916136256}
安远.1:{"lng":115.3966125703283,"lat":25.238854104103485}
上海市嘉定区真新街道嘉盛百货店:{"lng":121.36692404217416,"lat":31.24783594832235}
上海市金山区碟乐轩徽菜馆:{"lng":121.34703758476049,"lat":30.85824528132794}
（长乐店）上海新旺餐饮管理有限公司长乐店:{"lng":119.56271983506848,"lat":25.915538436924663}
嘉定区南翔镇彭师傅熟食店:{"lng":121.32680718323483,"lat":31.30028885940645}
常州市丰登彩印包装有限公司:{"lng":119.46644565083007,"lat":31.852605749400283}
粤海喜来登:{"lng":113.94791890344924,"lat":22.538698059943513}
闵行龙盛广场店（欧尚专柜）:{"lng":121.42683662967066,"lat":31.020440665763974}
中粮肉食(北京)有限公司:{"lng":116.39564503787867,"lat":39.92998577808024}
上海必胜客有限公司光新路餐厅:{"lng":121.43871308908926,"lat":31.25676727754012}
上海市荣孙肉制品经营部:{"lng":121.48789948569473,"lat":31.24916171001514}
大统华江阴城中店:{"lng":120.31067896715737,"lat":31.83742542205119}
家得利西藏:{"lng":89.1379816840313,"lat":31.36731540271471}
安徽宿州-王奎林:{"lng":116.9886924118307,"lat":33.63677238578078}
上海五常绿茯龙粳涵月泉稻花香:{"lng":121.48789948569473,"lat":31.24916171001514}
上海鑫鳍生物科技有限公司(代销）:{"lng":121.48789948569473,"lat":31.24916171001514}
上海济鲜食品有限公司:{"lng":121.40267149280784,"lat":31.627319373871106}
上海乐香生物科技有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
上海金源综合市场经营管理有限公司蒙山路市场分公司:{"lng":121.34823342342825,"lat":30.7388751232721}
四川五丰黎红食品有限公司:{"lng":102.64635399463234,"lat":29.47239979529169}
泰康路--严:{"lng":114.76854766621668,"lat":25.67060199621787}
沙霞幼儿园南部-学生:{"lng":121.26038883457394,"lat":31.39652236842553}
八仙宁海菜市场(吴正香)（散户）:{"lng":121.48805336542858,"lat":31.23497472100972}
小江干活航:{"lng":108.22858900136079,"lat":26.654209531111597}
新江镇:{"lng":108.50208247415819,"lat":22.627342200265794}
卡卡拍电子商务（上海）有限公司:{"lng":121.46901114451623,"lat":31.212980348490344}
上海叻通食品有限公司:{"lng":121.40267149280784,"lat":31.627319373871106}
汇龙小学-老师:{"lng":113.24117070167064,"lat":23.139141379086983}
上海澳莉嘉食品有限公司宝山分公司:{"lng":121.40240617198734,"lat":31.339357060075145}
中粮食品营销有限公司上海分公司:{"lng":121.50460554275544,"lat":31.300086434434505}
申客隆超市(预付）:{"lng":120.69998062597065,"lat":31.348020081875006}
浦江县贝蕾尔婴儿用品店:{"lng":119.89947452386457,"lat":29.46224706501697}
招商市场:{"lng":119.46367886087627,"lat":32.21102949254299}
上海绩成餐饮有限公司:{"lng":121.39106520595783,"lat":31.251153946599494}
内蒙古小肥羊餐饮连锁有限公司上海周浦店:{"lng":121.5833770546199,"lat":31.122597323296663}
易初  杨高南路专卖(001):{"lng":121.52536292892037,"lat":31.180823796388264}
速达食材:{"lng":113.73759698787357,"lat":23.057321687661474}
上海佳瑞餐饮企业管理有限公司第一分公司:{"lng":121.48789948569473,"lat":31.24916171001514}
三亚elders:{"lng":109.52277128135884,"lat":18.257775914897483}
上海伊杉食品有限公司:{"lng":121.2255609586298,"lat":31.15502377908003}
上海市嘉定区安亭镇吴仲明熟食店:{"lng":121.17032092970108,"lat":31.29974921856805}
尚优玛特泗泾店加盟 预付:{"lng":121.6705979310942,"lat":31.301671867280998}
蒙自店:{"lng":103.51669152582932,"lat":23.338656934664055}
辽宁鸭绿江米业（集团）有限公司:{"lng":121.61182252022076,"lat":38.915045276509545}
万龙冷冻食品:{"lng":120.47633460552673,"lat":30.23922053744491}
广州东方海外:{"lng":113.30764967515182,"lat":23.12004910207623}
菏泽盛佳烽食品有限公司:{"lng":115.46335977452752,"lat":35.26244049607468}
吐鲁番瑞达食品:{"lng":89.26602548864244,"lat":42.678924820793675}
上海强福食品有限公司:{"lng":121.37321270445612,"lat":31.29303609670544}
上海川调中山北路店小吃:{"lng":121.44689100643502,"lat":31.262045094825275}
上海维鑫食品销售有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
上海市杨浦区中亮食品店经营部:{"lng":121.5357165996346,"lat":31.304510479541904}
淮安区淮城镇超旺百货经营部:{"lng":119.15712672474629,"lat":33.51106482415966}
上海启韵酒楼有限公司:{"lng":121.49752384199638,"lat":30.930710676853003}
上海新田餐饮:{"lng":121.48789948569473,"lat":31.24916171001514}
蒋明全蔬菜店:{"lng":104.04207211716846,"lat":30.655197596652826}
北京浩嘉维商贸有限公司:{"lng":116.61674477272742,"lat":40.19069013246198}
八号桥120#:{"lng":121.4773366705251,"lat":31.216780700747886}
上海易果电子商务-闵行纪翟仓1#:{"lng":121.42502428093465,"lat":31.093537540382123}
23.联华富民店:{"lng":121.45653659598402,"lat":31.227778934419423}
亭林政府食堂:{"lng":108.35013680678843,"lat":30.61346543930262}
家得利嘉善:{"lng":117.0693097510774,"lat":30.512837221988722}
154号店:{"lng":114.05330163804537,"lat":22.97084282952883}
宝钢厂区冷四盒饭（2楼）（H ）-M:{"lng":121.46265144153963,"lat":31.41626437654061}
上海月丞贸易有限公司:{"lng":121.84612896032117,"lat":31.525479533188268}
台州市路桥区海鸥冷库:{"lng":121.4502424557641,"lat":28.548659438247178}
英威达尼龙化工有限公司:{"lng":106.92134339538754,"lat":39.40347609257567}
涞亭8号桥（专卖加盟）:{"lng":121.47733307730306,"lat":31.216779156605412}
上海杨志建:{"lng":121.48789948569473,"lat":31.24916171001514}
光洋食品经营部:{"lng":113.04115369146115,"lat":23.711164212841354}
美赞臣营养品（中国）有限公司生产  Mead Johnson B.V.:{"lng":115.93023644116697,"lat":28.698832823879716}
加凯蔬菜经营部:{"lng":114.98377573751992,"lat":27.121074165249436}
大润发东关世茂店:{"lng":117.23129355977287,"lat":34.248091307789956}
漳州万士利食品罐头有限公司:{"lng":117.31684088352857,"lat":24.779734047289523}
COOPERATIVA CENTRAL AURORA:{"lng":120.50757640814622,"lat":32.777195238025364}
永胜国产进口牛羊:{"lng":100.70492052637316,"lat":26.491706080711282}
山东鲁花集团:{"lng":118.32954354994119,"lat":35.099851039506134}
上海丰郁集贸市场经营管理有限公司:{"lng":121.36549609483718,"lat":31.250689155264705}
天津嘉里房地产开发有限公司天津香格里拉大酒店:{"lng":117.22269783334795,"lat":39.13167561008712}
上海新莲超市有限公司:{"lng":121.50496944631753,"lat":31.275337097729548}
深圳市正海实业有限公司:{"lng":114.0259736573215,"lat":22.546053546205247}
上海辉旺食品有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
102阳曲店:{"lng":112.67265853686881,"lat":38.158246373697736}
盘锦凡鑫米业:{"lng":122.07322781023007,"lat":41.14124802295616}
2180沃尔玛（江苏）商业零售有限公司宿迁青年路分店:{"lng":119.03138820759814,"lat":33.60463858562482}
御桥批发市场香蕉行:{"lng":121.56591911584734,"lat":31.163848759403553}
上海市宝山区杨帆肉类经营部:{"lng":121.40904121844942,"lat":31.398622694466777}
张江店:{"lng":121.5918493332067,"lat":31.210824699767006}
上海山林食品:{"lng":121.48789948569473,"lat":31.24916171001514}
家得乐（车峰店）加盟 预付:{"lng":121.41761392911847,"lat":31.23735580444092}
海清美绿色食品有限公司:{"lng":114.3752743819958,"lat":28.532922014825083}
上海英强农产品销售有限公司加盟 预付1 刘帅付:{"lng":121.5441752689612,"lat":31.26406363924128}
家得利吴泾专卖:{"lng":117.0693097510774,"lat":30.512837221988722}
上海瑾雪实业有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
淮阴大润发:{"lng":118.93566378045614,"lat":33.664059258402105}
周口项城王老虎奶粉专卖:{"lng":115.48764232710694,"lat":33.8659552199128}
上海市宝山区罗店镇金罗批发市场:{"lng":121.35142616560061,"lat":31.41758967066441}
江苏天目集团有限公司(霍山路菜场）:{"lng":119.51289343552898,"lat":31.40716610206168}
多美滋婴幼儿:{"lng":113.87551704454911,"lat":35.30549228791552}
招商农贸市场（陶珍君）:{"lng":121.23373068792084,"lat":31.021993267400745}
上海聚晟餐饮有限公司:{"lng":121.46399007035974,"lat":31.191887376789907}
山东隆景餐饮有限公司:{"lng":118.52766339287801,"lat":36.09928992972826}
怒江店:{"lng":98.85993204248207,"lat":25.860676978165355}
山东省德州市夏津县好孩子母婴生活馆:{"lng":116.03732249608221,"lat":37.01668854815551}
江西省都昌贝因美孕童专卖店:{"lng":116.34204769577569,"lat":29.35621491247897}
乐家家博兴店:{"lng":114.67728451199459,"lat":23.65009970980711}
泰国潘泰诺华星制造有限公司:{"lng":121.77425556701023,"lat":31.124178377080952}
3232中粮国际(北京)有限公司上海分公司:{"lng":116.39564503787867,"lat":39.92998577808024}
上海诚味食品:{"lng":121.48789948569473,"lat":31.24916171001514}
华联吉买盛江湾店22:{"lng":121.49113284654733,"lat":31.310200187937674}
东华大学后勤餐饮(广七2)(Q1H ):{"lng":121.42024459434678,"lat":31.213032837552788}
红东副食品经营部:{"lng":115.39788075878586,"lat":30.78952056371732}
昆山市今蝶食品有限公司:{"lng":120.96580778410554,"lat":31.32893679549736}
布勒食品制造:{"lng":109.11903155308521,"lat":21.481014126528635}
虹朱路1#:{"lng":117.45434820683514,"lat":33.781562181359575}
上海良凯粮油食品贸易有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
姑香苑市场1号(李翔)[加盟]:{"lng":120.59685048762637,"lat":31.299450349534048}
九联:{"lng":118.71086462705787,"lat":32.392912491369586}
上海客运段:{"lng":121.48789948569473,"lat":31.24916171001514}
上海玉刚农产品有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
06.世纪联华中环店:{"lng":121.39121944501389,"lat":31.250971727367155}
东泰果业有限公司:{"lng":104.08537143088544,"lat":30.699853752718827}
上海外滩半岛酒店:{"lng":121.49570216735438,"lat":31.24657327492344}
大润发曹安店:{"lng":121.36825171076875,"lat":31.257832694397628}
宁海县东城阳光营养餐配送有限公司:{"lng":116.43202659069387,"lat":39.96122693310275}
上海市梅林食品有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
常客隆琴湖店:{"lng":121.15345441551356,"lat":31.96934839600187}
漕东332（华联）:{"lng":119.1937999573606,"lat":34.60444386600099}
诸城市朱富华食品有限公司:{"lng":119.41616966207869,"lat":36.01665753337769}
上海绿叶农副产品市场经营管理有限公司月浦三村市场分公司:{"lng":121.43467573492384,"lat":31.42533314806127}
安吉递铺汇海副食品商行:{"lng":119.58315792626792,"lat":30.626370494334115}
上海金源综合市场经营管理有限公司朱行市场分公司:{"lng":121.34727099956588,"lat":30.85473384787313}
邬桥幼儿园（绿引）:{"lng":121.40693697794566,"lat":30.967984781046052}
迪亚瞿溪:{"lng":113.45930349773779,"lat":23.115777858469063}
上海彩德珑科贸有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
实幼新城部:{"lng":115.66466941049973,"lat":34.44176330011829}
上海金供农副产品配送中心:{"lng":121.34682976806889,"lat":30.734652877877085}
平邑县宏达食品有限公司:{"lng":117.6495588074287,"lat":35.50164215009588}
烟台分拨库:{"lng":121.30955503008511,"lat":37.53656156285964}
北京湖西岛有机农业发展有限公司:{"lng":116.39564503787867,"lat":39.92998577808024}
上海龙翔粮油有限公司:{"lng":121.39900874192148,"lat":31.248604928911167}
上海松江乐购有限公司:{"lng":121.25339808994269,"lat":31.03945881171072}
嘉定百艺西饼屋:{"lng":121.25101353755592,"lat":31.36433805543363}
上海翱杰实业有限公司:{"lng":121.34705448727696,"lat":31.231707069714748}
金利油脂（苏州）有限公司:{"lng":120.61990711548988,"lat":31.317987367952437}
唐镇3号:{"lng":121.66042714363557,"lat":31.21542839277532}
灌南县新集镇兴客食品经营部:{"lng":119.45167790889029,"lat":34.0203368860413}
21.联华福州店:{"lng":121.48629489466397,"lat":31.238377063602723}
上海市青浦区东方幼儿园分部:{"lng":121.12819163914811,"lat":31.153705729155416}
元华武定店加盟:{"lng":102.20117587963969,"lat":25.73110954723721}
1711水丰华联专卖店:{"lng":107.83291333200349,"lat":25.43675216923808}
上海新康粮油:{"lng":121.48789948569473,"lat":31.24916171001514}
沈巷农贸市场（金永娟）（散户）:{"lng":121.06698752098939,"lat":31.082619336724136}
上海市金山区李国年食品经营部:{"lng":121.24840817975154,"lat":30.83508077708232}
上海诚创食品有限公司:{"lng":121.40267149280784,"lat":31.627319373871106}
浦电（华联）:{"lng":119.1937999573606,"lat":34.60444386600099}
上海肯德基有限公司邯郸餐厅:{"lng":121.51993799996254,"lat":31.30477387701216}
上海山雨食品有限公司:{"lng":121.39979763382033,"lat":31.2659055026767}
达能乳业(上海)有限公司-蒙牛乳:{"lng":121.48789948569473,"lat":31.24916171001514}
艺杏赠样客户:{"lng":121.43086211632198,"lat":31.21937057787219}
世纪联华鑫都店:{"lng":121.59350372521006,"lat":29.88565641466005}
上海愉景贸易有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
大润发  大华:{"lng":121.42794513866997,"lat":31.28596411335477}
家乐福曲阳专卖:{"lng":114.60700162847407,"lat":38.744484879092916}
808号店:{"lng":121.14098861284673,"lat":28.851995042459432}
江苏泰州市今世味食品有限公司:{"lng":120.12829311192638,"lat":32.98198361828142}
上海市宝山区海成粮油经营部:{"lng":121.40904121844942,"lat":31.398622694466777}
山东福田药业有限公司:{"lng":118.52766339287801,"lat":36.09928992972826}
老吉师:{"lng":112.49237086067785,"lat":23.054559170913922}
荆门-赵霞:{"lng":112.21733029896677,"lat":31.04261120294864}
上海大润发松江店:{"lng":121.22602451212042,"lat":31.023379447611156}
怡乐食上海耀中浦东世纪公园校区:{"lng":121.55850830020366,"lat":31.221777211369755}
宋记名羊天下:{"lng":121.38916094919202,"lat":31.157966036150743}
7.00:{"lng":118.47558682585357,"lat":31.382008287955745}
漳州市佳厨食品有限公司:{"lng":117.67620467894616,"lat":24.517064779808482}
联华超市   西康:{"lng":121.44301925668698,"lat":31.097961235198376}
味之鲜-绍兴祥源:{"lng":120.59246738555154,"lat":30.00236458052847}
上海泗泾大润发商贸有限公司:{"lng":121.2660810758956,"lat":31.12349077308292}
李胖子:{"lng":103.9307413029083,"lat":30.69375797412428}
欧尚(金山店)--134:{"lng":114.82572145558605,"lat":30.129711651200303}
上海敏宇贸易有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
上海海叶食用农产品有限公司:{"lng":121.58237194058478,"lat":31.279419480098845}
李夏:{"lng":117.3766554017864,"lat":31.24763702275092}
上海浦东新区陆家嘴街道红东副食品经营部:{"lng":121.53193036594446,"lat":31.243237336856208}
上海卓典食品香料有限公司:{"lng":121.21998822158504,"lat":31.24516831055209}
43.上海港罗泾散货码头有限公司:{"lng":121.35074440382027,"lat":31.485072190945914}
上海东辰粮油有限公司:{"lng":121.46671741212536,"lat":31.132081240807985}
工程技术大学菜4:{"lng":121.20971870316443,"lat":31.06638440424367}
工程技术大学菜1:{"lng":121.20971870316443,"lat":31.06638440424367}
乐平市洁净漂白土有限公司:{"lng":117.27327879747662,"lat":28.969928213838305}
工程技术大学菜2:{"lng":121.20971870316443,"lat":31.06638440424367}
尚优玛特（华发店）:{"lng":121.6705979310942,"lat":31.301671867280998}
上海宝山王成肉食品经营部:{"lng":121.40904121844942,"lat":31.398622694466777}
联华枫林专卖:{"lng":117.58838203638463,"lat":37.6482133376972}
秀沿乐天玛特:{"lng":116.35213183761974,"lat":39.96597288188258}
雏鹰农牧国顺东路店 王敬福:{"lng":121.5446510142542,"lat":31.30775266744032}
上海峰娟贸易有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
南昌黄先生:{"lng":115.89352754583604,"lat":28.689578000141147}
新天地安达士（礼兴酒店新天悦）:{"lng":125.38455235788517,"lat":46.53546712818151}
上海尼卡其诺食品有限公司:{"lng":121.40267149280784,"lat":31.627319373871106}
上海哈哈货物运输有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
上海双潆过滤器材有限公司:{"lng":121.5450436635926,"lat":31.287759068231374}
03.顾路:{"lng":121.67130131149496,"lat":31.29832797232017}
宏达山庄:{"lng":121.64011897490363,"lat":30.917670233618608}
雪怡食品经营部经营部:{"lng":113.04115369146115,"lat":23.711164212841354}
永靖惠民加盟（预付）:{"lng":103.22504409432493,"lat":36.00787495931122}
王昌回:{"lng":107.21824360449367,"lat":25.742129342825034}
大润发黄山店:{"lng":118.32769206143158,"lat":29.71558188520747}
上海怀乾贸易有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
莘庄1016(世纪联华):{"lng":121.40779875116715,"lat":31.129852352501803}
上海意龙咖啡:{"lng":121.48789948569473,"lat":31.24916171001514}
崇明城桥镇市场李俭（专卖）:{"lng":121.40457764948982,"lat":31.633924247779436}
舟山市盈合水产食品有限公司:{"lng":122.1698720983516,"lat":30.036010302553937}
上海肯德基有限公司沪松DT餐厅:{"lng":121.44689960501537,"lat":31.199462300194433}
上海市松江区洞泾镇翌俊食品经营部:{"lng":121.27560472945467,"lat":31.087346303442274}
昆山天环商贸广场:{"lng":120.96580778410554,"lat":31.32893679549736}
鼓楼区汇顺冷冻食品经营部:{"lng":118.76505691316264,"lat":32.06860445880062}
金源食品:{"lng":113.27513362078736,"lat":23.12779237992343}
青岛碱业有限公司:{"lng":120.38442818368189,"lat":36.10521490127382}
怡乐食上海进才学校国际部:{"lng":121.48789948569473,"lat":31.24916171001514}
上海绿地优鲜超市有限公司(浦东）:{"lng":121.46718096741259,"lat":31.191770205619182}
如海专卖江宁店加盟:{"lng":118.83541822484956,"lat":31.86397143028143}
上海英菊贸易有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
砚山县同和辣椒有限责任公司:{"lng":104.35463331182042,"lat":23.65442638651592}
华联集团吉买盛  曹杨:{"lng":121.41255608731744,"lat":31.26014121281526}
康定52号:{"lng":101.75533059715232,"lat":29.9579893491674}
六和勤强:{"lng":117.80938556736993,"lat":26.803280515606396}
海艾妮维农产品专业合作社:{"lng":121.52266247164205,"lat":30.86606971672475}
新怡（上海）食品有限公司:{"lng":121.40267149280784,"lat":31.627319373871106}
上海永祥食品有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
上海世纪联华超市卢湾有限公司:{"lng":121.48035161647772,"lat":31.20886803501809}
南环市场33号(杨相正)[加盟]:{"lng":113.33111241525067,"lat":22.26942433501136}
许昌市长葛市小肚兜母婴生活馆:{"lng":113.85556820651823,"lat":34.23660122673689}
50惠南店:{"lng":114.15971113583906,"lat":22.291266469085862}
佳格投资（中国）有限公司:{"lng":104.11412925347894,"lat":37.5503394745908}
鲜世信息技术（上海）有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
华联吉买盛新虹店33:{"lng":121.31483233241373,"lat":31.215771072190343}
宣城市益康食品有限公司:{"lng":118.75209631098257,"lat":30.951642354295757}
上海必胜客有限公司丽水餐厅:{"lng":121.48789948569473,"lat":31.24916171001514}
山东省莱阳市龙门东路39号:{"lng":120.739994190556,"lat":36.974807022315346}
关东朱泾店2:{"lng":120.63775914088966,"lat":31.43349417665178}
中粮国际( 北京) 有限公司上海分公司:{"lng":116.39564503787867,"lat":39.92998577808024}
B1-0501a康城学校（总校）5101a①学生:{"lng":121.60235941514797,"lat":31.133883322120347}
七宝家乐福:{"lng":121.37183965167057,"lat":31.184234035017052}
上海申友食品销售有限公司古莲路分公司:{"lng":121.41186278410791,"lat":31.456214304899124}
易初莲花杨高北路店11:{"lng":121.61441944778906,"lat":31.28437217451924}
射阳县鑫源粮食加工厂:{"lng":120.27950474857899,"lat":33.74546225048117}
ZQXT-上海春鸣蔬菜专业合作社:{"lng":121.48789948569473,"lat":31.24916171001514}
上海市浦东新区北蔡新欣水产经营部:{"lng":121.56283119065678,"lat":31.189577437222656}
南京朝亮肉类加工销售部:{"lng":118.77807440802562,"lat":32.05723550180587}
安丘市三芝食品蔬菜有限公司:{"lng":119.15599227983706,"lat":36.33504646657886}
上海天品农业发展有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
上海宝山宜家家居有限公司:{"lng":121.40904121844942,"lat":31.398622694466777}
通河菜场清美专卖店:{"lng":128.76223231659597,"lat":46.24785724728285}
胜鑫食品商行:{"lng":113.6385319804858,"lat":34.748831563930594}
上海美高学校:{"lng":121.2827312745231,"lat":31.23878347538097}
浦东三林镇姐妹百货店:{"lng":120.29133553054668,"lat":31.695170426152046}
赣县小菊副食:{"lng":115.07258602936642,"lat":25.902025439609922}
大润发  大宁:{"lng":110.71080544252996,"lat":36.432636300531584}
上海华环真北农贸市场:{"lng":121.41052995923968,"lat":31.292016798319043}
宁波菜场29:{"lng":121.57900597258933,"lat":29.885258965918055}
科技学院（石湖校区一食堂）:{"lng":116.02436080264081,"lat":28.68956984093114}
宝杨路44号:{"lng":121.50821163661502,"lat":31.4082549575037}
奉贤应用（一食堂一楼清真）H:{"lng":121.56064167963345,"lat":30.915122452605868}
施贵宝（索迪斯）:{"lng":120.6788226350737,"lat":31.312186658407978}
上海虹联苏食肉庄:{"lng":121.48789948569473,"lat":31.24916171001514}
上海肯德基有限公司华徐餐厅:{"lng":121.29004176920401,"lat":31.174303981361806}
上海永兴粮油食品经营部:{"lng":121.5887440707198,"lat":31.275436786833332}
深圳市鑫荣懋农产品股份有限公司:{"lng":114.12445147678692,"lat":22.588112966856517}
同济大学（西苑中点）:{"lng":120.78907466346726,"lat":30.73999390477492}
B上海正大广场卜蜂莲花店:{"lng":123.39929095320475,"lat":41.78310935890389}
上海肯德基有限公司徐泾餐厅:{"lng":121.28159658081648,"lat":31.17535829324974}
爱博市场:{"lng":117.2983576715191,"lat":31.89515488374389}
石家庄天牧商贸有限公司:{"lng":114.52208184420766,"lat":38.048958314615454}
特易购商业（上海）有限公司上海沈浦:{"lng":121.48789948569473,"lat":31.24916171001514}
旺旺集团:{"lng":121.40243149252476,"lat":31.19355150974415}
尤井华:{"lng":114.86586836913283,"lat":32.09683398301594}
上海市杨浦区新康粮油经营部:{"lng":121.5357165996346,"lat":31.304510479541904}
四川省嘉恒食品有限责任公司:{"lng":102.89915972360397,"lat":30.36748093795755}
张浜486店(伍缘折扣超市):{"lng":121.420203541785,"lat":31.02646230348805}
德申 杭州店:{"lng":120.2193754157201,"lat":30.259244461536102}
铜川路五星市场:{"lng":119.88635567970519,"lat":31.44635953946729}
金坛市华城爱宝婴幼儿用品商店:{"lng":119.6006812397971,"lat":31.744753605903558}
广东省云浮市凯洋贸易有限公司:{"lng":112.05094595864539,"lat":22.937975685537467}
上海依霖食品销售有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
清美:{"lng":121.52098845057843,"lat":31.27590199381125}
上海惠寿食品有限公司:{"lng":119.75071172480682,"lat":49.22346282664848}
潘群香（世纪联华吴淞店:{"lng":121.49525571131254,"lat":31.388046978407935}
杨业水豆腐品（预付）:{"lng":120.84943679178674,"lat":40.70846378424819}
苏州祥威食品有限公司:{"lng":121.11437794706673,"lat":31.454612330463675}
博文市场:{"lng":114.13091514425128,"lat":22.50836808831734}
B2-1206工商外国语学校1601②:{"lng":121.453389871308,"lat":31.149179398893974}
海门市常乐镇小太阳蔬菜专业合作社:{"lng":121.25833647238208,"lat":31.935482238372252}
怡乐食上海耀中浦东御翠园校区:{"lng":121.57245605719596,"lat":31.223390408858975}
宝钢集团宝山宾馆:{"lng":121.48722067394966,"lat":31.41533138818116}
莱阳春雪食品有限公司:{"lng":120.71539959808312,"lat":36.95868136699145}
金华禾景天食品贸易有限公司:{"lng":119.76619221674876,"lat":29.20972688832793}
上海浩烨食品销售有限公司:{"lng":121.41237840248756,"lat":31.25968497473475}
安徽九鼎农业科技发展股份有限:{"lng":117.2160052075697,"lat":31.85925241707919}
